,Number,Name,Type_1,Type_2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,isLegendary,Color,hasGender,Pr_Male,Egg_Group_1,Egg_Group_2,hasMegaEvolution,Height_m,Weight_kg,Catch_Rate,Body_Style,species,Pr_Female,BMI,region
602,603,Eelektrik,Electric,None,405,65,85,70,75,70,40,5,False,Blue,True,0.5,Amorphous,None,False,1.19,22.0,60,with_fins,EleFish,0.5,15.5356260151,Unova
603,604,Eelektross,Electric,None,515,85,115,80,105,80,50,5,False,Blue,True,0.5,Amorphous,None,False,2.11,80.5,30,with_fins,EleFish,0.5,18.0813548662,Unova
604,605,Elgyem,Psychic,None,335,55,55,55,85,55,30,5,False,Grey,True,0.5,Human-Like,None,False,0.51,9.0,255,bipedal_tailed,Cerebral,0.5,34.6020761246,Unova
605,606,Beheeyem,Psychic,None,485,75,75,75,125,95,40,5,False,Brown,True,0.5,Human-Like,None,False,0.99,34.5,90,bipedal_tailless,Cerebral,0.5,35.2004897459,Unova
606,607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,False,White,True,0.5,Amorphous,None,False,0.3,3.1,190,head_base,Candle,0.5,34.4444444444,Unova
607,608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,False,Black,True,0.5,Amorphous,None,False,0.61,13.0,90,head_arms,Lamp,0.5,34.9368449342,Unova
608,609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,False,Black,True,0.5,Amorphous,None,False,0.99,34.3,45,head_arms,Luring,0.5,34.9964289358,Unova
609,610,Axew,Dragon,None,320,46,87,60,30,40,57,5,False,Green,True,0.5,Monster,Dragon,False,0.61,18.0,75,bipedal_tailed,Tusk,0.5,48.3740929858,Unova
610,611,Fraxure,Dragon,None,410,66,117,70,40,50,67,5,False,Green,True,0.5,Monster,Dragon,False,0.99,36.0,60,bipedal_tailed,Axe Jaw,0.5,36.7309458219,Unova
611,612,Haxorus,Dragon,None,540,76,147,90,60,70,97,5,False,Yellow,True,0.5,Monster,Dragon,False,1.8,105.5,45,bipedal_tailed,Axe Jaw,0.5,32.5617283951,Unova
612,613,Cubchoo,Ice,None,305,55,70,40,60,40,40,5,False,Blue,True,0.5,Field,None,False,0.51,8.5,120,bipedal_tailed,Chill,0.5,32.6797385621,Unova
613,614,Beartic,Ice,None,485,95,110,80,70,80,50,5,False,White,True,0.5,Field,None,False,2.59,260.0,60,quadruped,Freezing,0.5,38.7591121182,Unova
614,615,Cryogonal,Ice,None,485,70,50,30,95,135,105,5,False,Blue,False,0.0,Mineral,None,False,1.09,148.0,25,head_only,Crystallizing,0.0,124.568639003,Unova
615,616,Shelmet,Bug,None,305,50,40,85,40,65,25,5,False,Red,True,0.5,Bug,None,False,0.41,7.7,200,head_only,Snail,0.5,45.8060678168,Unova
616,617,Accelgor,Bug,None,495,80,70,40,100,60,145,5,False,Red,True,0.5,Bug,None,False,0.79,25.3,75,head_arms,Shell Out,0.5,40.5383752604,Unova
617,618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,False,Brown,True,0.5,Water_1,Amorphous,False,0.71,11.0,75,with_fins,Trap,0.5,21.8210672486,Unova
618,619,Mienfoo,Fighting,None,350,45,85,50,55,50,65,5,False,Yellow,True,0.5,Field,Human-Like,False,0.89,20.0,180,bipedal_tailed,Martial Arts,0.5,25.2493372049,Unova
619,620,Mienshao,Fighting,None,510,65,125,60,95,60,105,5,False,Purple,True,0.5,Field,Human-Like,False,1.4,35.5,45,bipedal_tailed,Martial Arts,0.5,18.112244898,Unova
620,621,Druddigon,Dragon,None,485,77,120,90,60,90,48,5,False,Red,True,0.5,Dragon,Monster,False,1.6,139.0,45,bipedal_tailed,Cave,0.5,54.296875,Unova
621,622,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,False,Green,False,0.0,Mineral,None,False,0.99,92.0,190,bipedal_tailless,Automaton,0.0,93.8679726559,Unova
622,623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,False,Green,False,0.0,Mineral,None,False,2.79,330.0,90,bipedal_tailless,Automaton,0.0,42.3941110726,Unova
623,624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,False,Red,True,0.5,Human-Like,None,False,0.51,10.2,120,bipedal_tailless,Sharp Blade,0.5,39.2156862745,Unova
624,625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,False,Red,True,0.5,Human-Like,None,False,1.6,70.0,45,bipedal_tailless,Sword Blade,0.5,27.34375,Unova
625,626,Bouffalant,Normal,None,490,95,110,95,40,95,55,5,False,Brown,True,0.5,Field,None,False,1.6,94.6,45,quadruped,Bash Buffalo,0.5,36.953125,Unova
626,627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,False,White,True,1.0,Flying,None,False,0.51,10.5,190,two_wings,Eaglet,0.0,40.369088812,Unova
627,628,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,False,Red,True,1.0,Flying,None,False,1.5,41.0,60,two_wings,Valiant,0.0,18.2222222222,Unova
628,629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,False,Brown,True,0.0,Flying,None,False,0.51,9.0,190,two_wings,Diapered,1.0,34.6020761246,Unova
629,630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,False,Brown,True,0.0,Flying,None,False,1.19,39.5,60,two_wings,Bone Vulture,1.0,27.8935103453,Unova
630,631,Heatmor,Fire,None,484,85,97,66,105,66,65,5,False,Red,True,0.5,Field,None,False,1.4,58.0,90,bipedal_tailed,Anteater,0.5,29.5918367347,Unova
631,632,Durant,Bug,Steel,484,58,109,112,48,48,109,5,False,Grey,True,0.5,Bug,None,False,0.3,33.0,90,insectoid,Iron Ant,0.5,366.666666667,Unova
632,633,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,False,Blue,True,0.5,Dragon,None,False,0.79,17.3,45,quadruped,Irate,0.5,27.71991668,Unova
633,634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,False,Blue,True,0.5,Dragon,None,False,1.4,50.0,45,quadruped,Hostile,0.5,25.5102040816,Unova
634,635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,False,Blue,True,0.5,Dragon,None,False,1.8,160.0,45,bipedal_tailed,Brutal,0.5,49.3827160494,Unova
635,636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,False,White,True,0.5,Bug,None,False,1.09,28.8,45,insectoid,Torch,0.5,24.2403838061,Unova
636,637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,False,White,True,0.5,Bug,None,False,1.6,46.0,15,four_wings,Sun,0.5,17.96875,Unova
637,638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,True,Blue,False,0.0,Undiscovered,None,False,2.11,250.0,3,quadruped,Iron Will,0.0,56.1532759821,Unova
638,639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,True,Grey,False,0.0,Undiscovered,None,False,1.91,260.0,3,quadruped,Cavern,0.0,71.269976152,Unova
639,640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,True,Green,False,0.0,Undiscovered,None,False,2.01,200.0,3,quadruped,Grassland,0.0,49.5037251553,Unova
640,641,Tornadus,Flying,None,580,79,115,70,125,80,111,5,True,Green,True,1.0,Undiscovered,None,False,1.5,63.0,3,head_arms,Cyclone,0.0,28.0,Unova
641,642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,5,True,Blue,True,1.0,Undiscovered,None,False,1.5,61.0,3,head_arms,Bolt Strike,0.0,27.1111111111,Unova
642,643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,True,White,False,0.0,Undiscovered,None,False,3.2,330.0,3,two_wings,Vast White,0.0,32.2265625,Unova
643,644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,True,Black,False,0.0,Undiscovered,None,False,2.9,345.0,3,bipedal_tailed,Deep Black,0.0,41.0225921522,Unova
644,645,Landorus,Ground,Flying,600,89,125,90,115,80,101,5,True,Brown,True,1.0,Undiscovered,None,False,1.5,68.0,3,head_arms,Abundance,0.0,30.2222222222,Unova
645,646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,True,Grey,False,0.0,Undiscovered,None,False,3.0,325.0,3,bipedal_tailed,Boundary,0.0,36.1111111111,Unova
646,647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,5,False,Yellow,False,0.0,Undiscovered,None,False,1.4,48.5,3,quadruped,Colt,0.0,24.7448979592,Unova
647,648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,5,False,White,False,0.0,Undiscovered,None,False,0.61,6.5,3,bipedal_tailless,Melody,0.0,17.4684224671,Unova
648,649,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,False,Purple,False,0.0,Undiscovered,None,False,1.5,82.5,3,bipedal_tailless,Paleozoic,0.0,36.6666666667,Unova
649,650,Chespin,Grass,None,313,56,61,65,48,45,38,6,False,Green,True,0.875,Field,None,False,0.41,9.0,45,bipedal_tailed,Spiny Nut,0.125,53.5395597858,Kalos
650,651,Quilladin,Grass,None,405,61,78,95,56,58,57,6,False,Green,True,0.875,Field,None,False,0.71,29.0,45,bipedal_tailed,Spiny Armor,0.125,57.5282682008,Kalos
651,652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,False,Green,True,0.875,Field,None,False,1.6,90.0,45,bipedal_tailed,Spiny Armor,0.125,35.15625,Kalos
652,653,Fennekin,Fire,None,307,40,45,40,62,60,60,6,False,Red,True,0.875,Field,None,False,0.41,9.4,45,quadruped,Fox,0.125,55.9190957763,Kalos
653,654,Braixen,Fire,None,409,59,59,58,90,70,73,6,False,Red,True,0.875,Field,None,False,0.99,14.5,45,bipedal_tailed,Fox,0.125,14.7944087338,Kalos
654,655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,False,Red,True,0.875,Field,None,False,1.5,39.0,45,bipedal_tailed,Fox,0.125,17.3333333333,Kalos
655,656,Froakie,Water,None,314,41,56,40,62,44,71,6,False,Blue,True,0.875,Water_1,None,False,0.3,7.0,45,quadruped,Bubble Frog,0.125,77.7777777778,Kalos
656,657,Frogadier,Water,None,405,54,63,52,83,56,97,6,False,Blue,True,0.875,Water_1,None,False,0.61,10.9,45,bipedal_tailless,Bubble Frog,0.125,29.2932007525,Kalos
657,658,Greninja,Water,Dark,530,72,95,67,103,71,122,6,False,Blue,True,0.875,Water_1,None,False,1.5,40.0,45,bipedal_tailless,Ninja,0.125,17.7777777778,Kalos
658,659,Bunnelby,Normal,None,237,38,36,38,32,36,57,6,False,Brown,True,0.5,Field,None,False,0.41,5.0,255,bipedal_tailed,Digging,0.5,29.744199881,Kalos
659,660,Diggersby,Normal,Ground,423,85,56,77,50,77,78,6,False,Brown,True,0.5,Field,None,False,0.99,42.4,127,bipedal_tailed,Digging,0.5,43.2608917457,Kalos
660,661,Fletchling,Normal,Flying,278,45,50,43,40,38,62,6,False,Red,True,0.5,Flying,None,False,0.3,1.7,255,two_wings,Tiny Robin,0.5,18.8888888889,Kalos
661,662,Fletchinder,Fire,Flying,382,62,73,55,56,52,84,6,False,Red,True,0.5,Flying,None,False,0.71,16.0,120,two_wings,Ember,0.5,31.7397341797,Kalos
662,663,Talonflame,Fire,Flying,499,78,81,71,74,69,126,6,False,Red,True,0.5,Flying,None,False,1.19,24.5,45,two_wings,Scorching,0.5,17.3010380623,Kalos
663,664,Scatterbug,Bug,None,200,38,35,40,27,25,35,6,False,Black,True,0.5,Bug,None,False,0.3,2.5,255,insectoid,Scatterdust,0.5,27.7777777778,Kalos
664,665,Spewpa,Bug,None,213,45,22,60,27,30,29,6,False,Black,True,0.5,Bug,None,False,0.3,8.4,120,head_base,Scatterdust,0.5,93.3333333333,Kalos
665,666,Vivillon,Bug,Flying,411,80,52,50,90,50,89,6,False,Black,True,0.5,Bug,None,False,1.19,17.0,45,four_wings,Scale,0.5,12.0048019208,Kalos
666,667,Litleo,Fire,Normal,369,62,50,58,73,54,72,6,False,Brown,True,0.125,Field,None,False,0.61,13.5,220,quadruped,Lion Cub,0.875,36.2805697393,Kalos
667,668,Pyroar,Fire,Normal,507,86,68,72,109,66,106,6,False,Brown,True,0.125,Field,None,False,1.5,81.5,65,quadruped,Royal,0.875,36.2222222222,Kalos
668,669,Flabébé,Fairy,None,303,44,38,39,61,79,42,6,False,White,True,0.0,Fairy,None,False,0.1,0.1,225,head_arms,Single Bloom,1.0,10.0,Kalos
669,670,Floette,Fairy,None,371,54,45,47,75,98,52,6,False,White,True,0.0,Fairy,None,False,0.2,0.9,120,head_arms,Single Bloom,1.0,22.5,Kalos
670,671,Florges,Fairy,None,552,78,65,68,112,154,75,6,False,White,True,0.0,Fairy,None,False,1.09,10.0,45,head_arms,Garden,1.0,8.41679993267,Kalos
671,672,Skiddo,Grass,None,350,66,65,48,62,57,52,6,False,Brown,True,0.5,Field,None,False,0.89,31.0,200,quadruped,Mount,0.5,39.1364726676,Kalos
672,673,Gogoat,Grass,None,531,123,100,62,97,81,68,6,False,Brown,True,0.5,Field,None,False,1.7,91.0,45,quadruped,Mount,0.5,31.4878892734,Kalos
673,674,Pancham,Fighting,None,348,67,82,62,46,48,43,6,False,White,True,0.5,Field,Human-Like,False,0.61,8.0,220,bipedal_tailed,Playful,0.5,21.4995968826,Kalos
674,675,Pangoro,Fighting,Dark,495,95,124,78,69,71,58,6,False,White,True,0.5,Field,Human-Like,False,2.11,136.0,65,bipedal_tailless,Daunting,0.5,30.5473821343,Kalos
675,676,Furfrou,Normal,None,472,75,80,60,65,90,102,6,False,White,True,0.5,Field,None,False,1.19,28.0,160,quadruped,Poodle,0.5,19.7726149283,Kalos
676,677,Espurr,Psychic,None,355,62,48,54,63,60,68,6,False,Grey,True,0.5,Field,None,False,0.3,3.5,190,bipedal_tailed,Restraint,0.5,38.8888888889,Kalos
677,678,Meowstic,Psychic,None,466,74,48,76,83,81,104,6,False,White,True,0.5,Field,None,False,0.61,8.5,75,bipedal_tailed,Constraint,0.5,22.8433216877,Kalos
678,679,Honedge,Steel,Ghost,325,45,80,100,35,37,28,6,False,Brown,True,0.5,Mineral,None,False,0.79,2.0,180,head_base,Sword,0.5,3.20461464509,Kalos
679,680,Doublade,Steel,Ghost,448,59,110,150,45,49,35,6,False,Brown,True,0.5,Mineral,None,False,0.84,4.5,90,multiple_bodies,Sword,0.5,6.37755102041,Kalos
680,681,Aegislash,Steel,Ghost,520,60,50,150,50,150,60,6,False,Brown,True,0.5,Mineral,None,False,1.7,53.0,45,head_base,Royal Sword,0.5,18.339100346,Kalos
681,682,Spritzee,Fairy,None,341,78,52,60,63,65,23,6,False,Pink,True,0.5,Fairy,None,False,0.2,0.5,200,head_arms,Perfume,0.5,12.5,Kalos
682,683,Aromatisse,Fairy,None,462,101,72,72,99,89,29,6,False,Pink,True,0.5,Fairy,None,False,0.79,15.5,140,bipedal_tailless,Fragrance,0.5,24.8357634994,Kalos
683,684,Swirlix,Fairy,None,341,62,48,66,59,57,49,6,False,White,True,0.5,Fairy,None,False,0.41,3.5,200,head_legs,Cotton Candy,0.5,20.8209399167,Kalos
684,685,Slurpuff,Fairy,None,480,82,80,86,85,75,72,6,False,White,True,0.5,Fairy,None,False,0.79,5.0,140,bipedal_tailless,Meringue,0.5,8.01153661272,Kalos
685,686,Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,False,Blue,True,0.5,Water_1,Water_2,False,0.41,3.5,190,several_limbs,Revolving,0.5,20.8209399167,Kalos
686,687,Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,False,Blue,True,0.5,Water_1,Water_2,False,1.5,47.0,80,head_base,Overturning,0.5,20.8888888889,Kalos
687,688,Binacle,Rock,Water,306,42,52,67,39,56,50,6,False,Brown,True,0.5,Water_3,None,False,0.51,31.0,120,multiple_bodies,Two-Handed,0.5,119.184928874,Kalos
688,689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,Brown,True,0.5,Water_3,None,False,1.3,96.0,45,multiple_bodies,Collective,0.5,56.8047337278,Kalos
689,690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,Brown,True,0.5,Water_1,Dragon,False,0.51,7.3,225,head_base,Mock Kelp,0.5,28.0661284121,Kalos
690,691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,Brown,True,0.5,Water_1,Dragon,False,1.8,81.5,55,head_base,Mock Kelp,0.5,25.1543209877,Kalos
691,692,Clauncher,Water,None,330,50,53,62,58,63,44,6,False,Blue,True,0.5,Water_1,Water_3,False,0.51,8.3,225,insectoid,Water Gun,0.5,31.9108035371,Kalos
692,693,Clawitzer,Water,None,500,71,73,88,120,89,59,6,False,Blue,True,0.5,Water_1,Water_3,False,1.3,35.3,55,serpentine_body,Howitzer,0.5,20.8875739645,Kalos
693,694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,Yellow,True,0.5,Monster,Dragon,False,0.51,6.0,190,bipedal_tailed,Generator,0.5,23.0680507497,Kalos
694,695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,Yellow,True,0.5,Monster,Dragon,False,0.99,21.0,75,bipedal_tailed,Generator,0.5,21.4263850627,Kalos
695,696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False,Brown,True,0.875,Monster,Dragon,False,0.79,26.0,45,bipedal_tailed,Royal Heir,0.125,41.6599903862,Kalos
696,697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,False,Red,True,0.875,Monster,Dragon,False,2.49,270.0,45,bipedal_tailed,Despot,0.125,43.5476847148,Kalos
697,698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False,Blue,True,0.875,Monster,None,False,1.3,25.2,45,quadruped,Tundra,0.125,14.9112426036,Kalos
698,699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,False,Blue,True,0.875,Monster,None,False,2.69,225.0,45,quadruped,Tundra,0.125,31.0940976493,Kalos
699,700,Sylveon,Fairy,None,525,95,65,65,110,130,60,6,False,Pink,True,0.875,Field,None,False,0.99,23.5,45,quadruped,Intertwining,0.125,23.9771451893,Kalos
700,701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,False,Green,True,0.5,Human-Like,None,False,0.79,21.5,100,bipedal_tailless,Wrestling,0.5,34.4496074347,Kalos
701,702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,False,Yellow,True,0.5,Field,Fairy,False,0.2,2.2,180,bipedal_tailed,Antenna,0.5,55.0,Kalos
702,703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,False,Grey,False,0.0,Fairy,Mineral,False,0.3,5.7,60,head_only,Jewel,0.0,63.3333333333,Kalos
703,704,Goomy,Dragon,None,300,45,50,35,55,75,40,6,False,Purple,True,0.5,Dragon,None,False,0.3,2.8,45,serpentine_body,Soft Tissue,0.5,31.1111111111,Kalos
704,705,Sliggoo,Dragon,None,452,68,75,53,83,113,60,6,False,Purple,True,0.5,Dragon,None,False,0.79,17.5,45,serpentine_body,Soft Tissue,0.5,28.0403781445,Kalos
705,706,Goodra,Dragon,None,600,90,100,70,110,150,80,6,False,Purple,True,0.5,Dragon,None,False,2.01,150.5,45,bipedal_tailed,Dragon,0.5,37.2515531794,Kalos
706,707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,False,Grey,True,0.5,Mineral,None,False,0.2,3.0,75,head_only,Key Ring,0.5,75.0,Kalos
707,708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False,Brown,True,0.5,Grass,Amorphous,False,0.41,7.0,120,head_arms,Stump,0.5,41.6418798334,Kalos
708,709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,False,Brown,True,0.5,Grass,Amorphous,False,1.5,71.0,60,several_limbs,Elder Tree,0.5,31.5555555556,Kalos
709,710,Pumpkaboo,Ghost,Grass,335,49,66,70,44,55,51,6,False,Brown,True,0.5,Amorphous,None,False,0.41,5.0,120,head_only,Pumpkin,0.5,29.744199881,Kalos
710,711,Gourgeist,Ghost,Grass,494,65,90,122,58,75,84,6,False,Brown,True,0.5,Amorphous,None,False,1.7,39.0,60,head_base,Pumpkin,0.5,13.4948096886,Kalos
711,712,Bergmite,Ice,None,304,55,69,85,32,35,28,6,False,Blue,True,0.5,Monster,None,False,0.99,99.5,190,quadruped,Ice Chunk,0.5,101.520253035,Kalos
712,713,Avalugg,Ice,None,514,95,117,184,44,46,28,6,False,Blue,True,0.5,Monster,None,False,2.01,505.0,55,quadruped,Iceberg,0.5,124.996906017,Kalos
713,714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,False,Purple,True,0.5,Flying,None,False,0.51,8.0,190,two_wings,Sound Wave,0.5,30.7574009996,Kalos
714,715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,False,Purple,True,0.5,Flying,None,False,1.5,85.0,45,two_wings,Sound Wave,0.5,37.7777777778,Kalos
715,716,Xerneas,Fairy,None,680,126,131,95,131,98,99,6,True,Blue,False,0.0,Undiscovered,None,False,3.0,215.0,45,quadruped,Life,0.0,23.8888888889,Kalos
716,717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,True,Red,False,0.0,Undiscovered,None,False,5.79,203.0,45,two_wings,Destruction,0.0,6.05534525908,Kalos
717,718,Zygarde,Dragon,Ground,600,108,100,121,81,95,95,6,True,Green,False,0.0,Undiscovered,None,False,5.0,305.0,3,serpentine_body,Order,0.0,12.2,Kalos
718,719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,True,Pink,False,0.0,Undiscovered,None,True,0.71,8.8,3,head_arms,Jewel,0.0,17.4568537988,Kalos
719,720,Hoopa,Psychic,Ghost,600,80,110,60,150,130,70,6,True,Purple,False,0.0,Undiscovered,None,False,0.51,9.0,3,head_only,Mischief,0.0,34.6020761246,Kalos
720,721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,True,Brown,False,0.0,Undiscovered,None,False,1.7,195.0,3,quadruped,Steam,0.0,67.4740484429,Kalos
